,type,from,to,arcrole,order
170,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_IncreaseDecreaseInNetDefinedBenefitLiabilityOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,10
171,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_IncreaseDecreaseInProvisionForLossOnOrderReceivedOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,11
172,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,tse-qcedjpfr-47260_IncreaseDecreaseInProvisionForDefectRepairOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,12
173,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_InterestAndDividendsIncomeOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,13
174,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_InterestExpensesOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,14
175,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_CommissionFeeOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,15
176,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_EquityInEarningsLossesOfAffiliatesOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,16
177,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_LossGainOnInvestmentsInPartnershipOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,17
178,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_LossGainOnSalesOfInvestmentSecuritiesOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,18
179,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,tse-qcedjpfr-47260_DecreaseIncreaseInNotesAndAccountsReceivableTradeAndContractAssetsOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,19
180,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_DecreaseIncreaseInInventoriesOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,20
181,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_DecreaseIncreaseInOperatingReceivablesOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,21
182,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_IncreaseDecreaseInNotesAndAccountsPayableTradeOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,22
183,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,tse-qcedjpfr-47260_IncreaseDecreaseInContractLiabilitiesOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,23
184,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_IncreaseDecreaseInAccruedConsumptionTaxesOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,24
185,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_IncreaseDecreaseInOperatingDebtOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,25
186,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_OtherNetOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,26
187,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_SubtotalOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,27
188,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_InterestAndDividendsIncomeReceivedOpeCFInvCF,http://xbrl.org/int/dim/arcrole/domain-member,28
189,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_InterestExpensesPaidOpeCFFinCF,http://xbrl.org/int/dim/arcrole/domain-member,29
190,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_IncomeTaxesPaidOpeCF,http://xbrl.org/int/dim/arcrole/domain-member,30
191,arc,jppfs_cor_NetCashProvidedByUsedInOperatingActivitiesAbstract,jppfs_cor_NetCashProvidedByUsedInOperatingActivities,http://xbrl.org/int/dim/arcrole/domain-member,31
192,arc,jppfs_cor_QuarterlyConsolidatedStatementOfCashFlowsHeading,jppfs_cor_StatementOfCashFlowsTable,http://xbrl.org/int/dim/arcrole/all,1
193,arc,jppfs_cor_QuarterlyConsolidatedStatementOfCashFlowsHeading,jppfs_cor_StatementOfCashFlowsLineItems,http://xbrl.org/int/dim/arcrole/domain-member,2
194,arc,jppfs_cor_StatementOfCashFlowsLineItems,jppfs_cor_NetCashProvidedByUsedInInvestmentActivitiesAbstract,http://xbrl.org/int/dim/arcrole/domain-member,2
195,arc,jppfs_cor_StatementOfCashFlowsLineItems,jppfs_cor_NetCashProvidedByUsedInFinancingActivitiesAbstract,http://xbrl.org/int/dim/arcrole/domain-member,3
196,arc,jppfs_cor_StatementOfCashFlowsLineItems,jppfs_cor_EffectOfExchangeRateChangeOnCashAndCashEquivalents,http://xbrl.org/int/dim/arcrole/domain-member,4
197,arc,jppfs_cor_StatementOfCashFlowsLineItems,jppfs_cor_NetIncreaseDecreaseInCashAndCashEquivalents,http://xbrl.org/int/dim/arcrole/domain-member,5
198,arc,jppfs_cor_StatementOfCashFlowsLineItems,jppfs_cor_CashAndCashEquivalents,http://xbrl.org/int/dim/arcrole/domain-member,6
199,arc,jppfs_cor_StatementOfCashFlowsTable,jppfs_cor_ConsolidatedOrNonConsolidatedAxis,http://xbrl.org/int/dim/arcrole/hypercube-dimension,1
