,arc_role,loc_label,xlink_label
0,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeGrossOperatingRevenues,label_AmountChangeGrossOperatingRevenues
1,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeGrossOperatingRevenues,label_AmountChangeGrossOperatingRevenues_2
2,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeGrossRevenuesUS,label_AmountChangeGrossRevenuesUS
3,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeGrossRevenuesUS,label_AmountChangeGrossRevenuesUS_2
4,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeIncomeBeforeIncomeTaxesUS,label_AmountChangeIncomeBeforeIncomeTaxesUS
5,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeIncomeBeforeIncomeTaxesUS,label_AmountChangeIncomeBeforeIncomeTaxesUS_2
6,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeIncomeBeforeIncomeTaxesUS,label_AmountChangeIncomeBeforeIncomeTaxesUS_3
7,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeIncomeBeforeIncomeTaxesUS,label_AmountChangeIncomeBeforeIncomeTaxesUS_4
8,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeIncomeBeforeMinorityInterestUS,label_AmountChangeIncomeBeforeMinorityInterestUS
9,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeIncomeBeforeMinorityInterestUS,label_AmountChangeIncomeBeforeMinorityInterestUS_2
10,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeIncomeBeforeMinorityInterestUS,label_AmountChangeIncomeBeforeMinorityInterestUS_3
11,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeIncomeBeforeMinorityInterestUS,label_AmountChangeIncomeBeforeMinorityInterestUS_4
12,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS,label_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS
13,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS,label_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS_2
14,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS,label_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS_3
15,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS,label_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS_4
16,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeIncomeFromDiscontinuingOperationsBeforeIncomeTaxesUS,label_AmountChangeIncomeFromDiscontinuingOperationsBeforeIncomeTaxesUS
17,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeIncomeFromDiscontinuingOperationsBeforeIncomeTaxesUS,label_AmountChangeIncomeFromDiscontinuingOperationsBeforeIncomeTaxesUS_2
18,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetIncome,label_AmountChangeNetIncome
19,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetIncome,label_AmountChangeNetIncome_2
20,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetIncome,label_AmountChangeNetIncome_3
21,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetIncome,label_AmountChangeNetIncome_4
22,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetIncomeUS,label_AmountChangeNetIncomeUS
23,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetIncomeUS,label_AmountChangeNetIncomeUS_2
24,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetIncomeUS,label_AmountChangeNetIncomeUS_3
25,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetIncomeUS,label_AmountChangeNetIncomeUS_4
26,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetOperatingRevenuesSE,label_AmountChangeNetOperatingRevenuesSE
27,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetOperatingRevenuesSE,label_AmountChangeNetOperatingRevenuesSE_2
28,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetPremiumsWrittenIN,label_AmountChangeNetPremiumsWrittenIN
29,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetPremiumsWrittenIN,label_AmountChangeNetPremiumsWrittenIN_2
30,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetSales,label_AmountChangeNetSales
31,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetSales,label_AmountChangeNetSales_2
32,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetSalesAndOperatingRevenues,label_AmountChangeNetSalesAndOperatingRevenues
33,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetSalesAndOperatingRevenues,label_AmountChangeNetSalesAndOperatingRevenues_2
34,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetSalesAndOperatingRevenuesUS,label_AmountChangeNetSalesAndOperatingRevenuesUS
35,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetSalesAndOperatingRevenuesUS,label_AmountChangeNetSalesAndOperatingRevenuesUS_2
36,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetSalesIFRS,label_AmountChangeNetSalesIFRS
37,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetSalesIFRS,label_AmountChangeNetSalesIFRS_2
38,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetSalesOfCompletedConstructionContracts,label_AmountChangeNetSalesOfCompletedConstructionContracts
39,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetSalesOfCompletedConstructionContracts,label_AmountChangeNetSalesOfCompletedConstructionContracts_2
40,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetSalesUS,label_AmountChangeNetSalesUS
41,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeNetSalesUS,label_AmountChangeNetSalesUS_2
42,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingIncome,label_AmountChangeOperatingIncome
43,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingIncome,label_AmountChangeOperatingIncome_2
44,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingIncomeIFRS,label_AmountChangeOperatingIncomeIFRS
45,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingIncomeIFRS,label_AmountChangeOperatingIncomeIFRS_2
46,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingIncomeUS,label_AmountChangeOperatingIncomeUS
47,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingIncomeUS,label_AmountChangeOperatingIncomeUS_2
48,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingRevenues,label_AmountChangeOperatingRevenues
49,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingRevenues,label_AmountChangeOperatingRevenues_2
50,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingRevenuesSE,label_AmountChangeOperatingRevenuesSE
51,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingRevenuesSE,label_AmountChangeOperatingRevenuesSE_2
52,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingRevenuesSpecific,label_AmountChangeOperatingRevenuesSpecific
53,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingRevenuesSpecific,label_AmountChangeOperatingRevenuesSpecific_2
54,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingRevenuesSpecificUS,label_AmountChangeOperatingRevenuesSpecificUS
55,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingRevenuesSpecificUS,label_AmountChangeOperatingRevenuesSpecificUS_2
56,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingRevenuesUS,label_AmountChangeOperatingRevenuesUS
57,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOperatingRevenuesUS,label_AmountChangeOperatingRevenuesUS_2
58,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOrdinaryIncome,label_AmountChangeOrdinaryIncome
59,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOrdinaryIncome,label_AmountChangeOrdinaryIncome_2
60,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOrdinaryRevenuesBK,label_AmountChangeOrdinaryRevenuesBK
61,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOrdinaryRevenuesBK,label_AmountChangeOrdinaryRevenuesBK_2
62,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOrdinaryRevenuesIN,label_AmountChangeOrdinaryRevenuesIN
63,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeOrdinaryRevenuesIN,label_AmountChangeOrdinaryRevenuesIN_2
64,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeProfitAttributableToOwnersOfParentIFRS,label_AmountChangeProfitAttributableToOwnersOfParentIFRS
65,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeProfitAttributableToOwnersOfParentIFRS,label_AmountChangeProfitAttributableToOwnersOfParentIFRS_2
66,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeProfitAttributableToOwnersOfParentIFRS,label_AmountChangeProfitAttributableToOwnersOfParentIFRS_3
67,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeProfitAttributableToOwnersOfParentIFRS,label_AmountChangeProfitAttributableToOwnersOfParentIFRS_4
68,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeProfitBeforeTaxIFRS,label_AmountChangeProfitBeforeTaxIFRS
69,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeProfitBeforeTaxIFRS,label_AmountChangeProfitBeforeTaxIFRS_2
70,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeProfitIFRS,label_AmountChangeProfitIFRS
71,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeProfitIFRS,label_AmountChangeProfitIFRS_2
72,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeProfitIFRS,label_AmountChangeProfitIFRS_3
73,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeProfitIFRS,label_AmountChangeProfitIFRS_4
74,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeRevenueIFRS,label_AmountChangeRevenueIFRS
75,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeRevenueIFRS,label_AmountChangeRevenueIFRS_2
76,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeRevenuesUS,label_AmountChangeRevenuesUS
77,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeRevenuesUS,label_AmountChangeRevenuesUS_2
78,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeSalesIFRS,label_AmountChangeSalesIFRS
79,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeSalesIFRS,label_AmountChangeSalesIFRS_2
80,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeTotalRevenuesAfterDeductingFinancialExpenseUS,label_AmountChangeTotalRevenuesAfterDeductingFinancialExpenseUS
81,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeTotalRevenuesAfterDeductingFinancialExpenseUS,label_AmountChangeTotalRevenuesAfterDeductingFinancialExpenseUS_2
82,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeTotalRevenuesUS,label_AmountChangeTotalRevenuesUS
83,http://www.xbrl.org/2003/arcrole/concept-label,AmountChangeTotalRevenuesUS,label_AmountChangeTotalRevenuesUS_2
84,http://www.xbrl.org/2003/arcrole/concept-label,AnnualDividendPaymentScheduleAxis,label_AnnualDividendPaymentScheduleAxis
85,http://www.xbrl.org/2003/arcrole/concept-label,AnnualDividendPaymentScheduleAxis,label_AnnualDividendPaymentScheduleAxis_2
86,http://www.xbrl.org/2003/arcrole/concept-label,AnnualMember,label_AnnualMember
87,http://www.xbrl.org/2003/arcrole/concept-label,AnnualMember,label_AnnualMember_2
88,http://www.xbrl.org/2003/arcrole/concept-label,AnnualSecuritiesReportFilingDateAsPlanned,label_AnnualSecuritiesReportFilingDateAsPlanned
89,http://www.xbrl.org/2003/arcrole/concept-label,AnnualSecuritiesReportFilingDateAsPlanned,label_AnnualSecuritiesReportFilingDateAsPlanned_2
90,http://www.xbrl.org/2003/arcrole/concept-label,ApplyingOfSimplifiedMethodOfAccountingAndSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatements,label_ApplyingOfSimplifiedMethodOfAccountingAndSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatements
91,http://www.xbrl.org/2003/arcrole/concept-label,ApplyingOfSimplifiedMethodOfAccountingAndSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatements,label_ApplyingOfSimplifiedMethodOfAccountingAndSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatements_2
92,http://www.xbrl.org/2003/arcrole/concept-label,ApplyingOfSimplifiedMethodOfAccountingAndSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatementsAbstract,label_ApplyingOfSimplifiedMethodOfAccountingAndSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatementsAbstract
93,http://www.xbrl.org/2003/arcrole/concept-label,ApplyingOfSimplifiedMethodOfAccountingAndSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatementsAbstract,label_ApplyingOfSimplifiedMethodOfAccountingAndSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatementsAbstract_2
94,http://www.xbrl.org/2003/arcrole/concept-label,ApplyingOfSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatements,label_ApplyingOfSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatements
95,http://www.xbrl.org/2003/arcrole/concept-label,ApplyingOfSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatements,label_ApplyingOfSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatements_2
96,http://www.xbrl.org/2003/arcrole/concept-label,ApplyingOfSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatementsAbstract,label_ApplyingOfSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatementsAbstract
97,http://www.xbrl.org/2003/arcrole/concept-label,ApplyingOfSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatementsAbstract,label_ApplyingOfSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatementsAbstract_2
98,http://www.xbrl.org/2003/arcrole/concept-label,ApplyingOfSpecificAccountingOfTheQuarterlyFinancialStatements,label_ApplyingOfSpecificAccountingOfTheQuarterlyFinancialStatements
99,http://www.xbrl.org/2003/arcrole/concept-label,ApplyingOfSpecificAccountingOfTheQuarterlyFinancialStatements,label_ApplyingOfSpecificAccountingOfTheQuarterlyFinancialStatements_2
100,http://www.xbrl.org/2003/arcrole/concept-label,ApplyingOfSpecificAccountingOfTheQuarterlyFinancialStatementsAbstract,label_ApplyingOfSpecificAccountingOfTheQuarterlyFinancialStatementsAbstract
101,http://www.xbrl.org/2003/arcrole/concept-label,ApplyingOfSpecificAccountingOfTheQuarterlyFinancialStatementsAbstract,label_ApplyingOfSpecificAccountingOfTheQuarterlyFinancialStatementsAbstract_2
102,http://www.xbrl.org/2003/arcrole/concept-label,AverageNumberOfShares,label_AverageNumberOfShares
103,http://www.xbrl.org/2003/arcrole/concept-label,AverageNumberOfShares,label_AverageNumberOfShares_2
104,http://www.xbrl.org/2003/arcrole/concept-label,AverageNumberOfShares,label_AverageNumberOfShares_3
105,http://www.xbrl.org/2003/arcrole/concept-label,AverageNumberOfShares,label_AverageNumberOfShares_4
106,http://www.xbrl.org/2003/arcrole/concept-label,AverageNumberOfShares,label_AverageNumberOfShares_5
107,http://www.xbrl.org/2003/arcrole/concept-label,AverageNumberOfShares,label_AverageNumberOfShares_6
108,http://www.xbrl.org/2003/arcrole/concept-label,BasicEarningPerShareCorrectionIFRSAbstract,label_BasicEarningPerShareCorrectionIFRSAbstract
109,http://www.xbrl.org/2003/arcrole/concept-label,BasicEarningPerShareCorrectionIFRSAbstract,label_BasicEarningPerShareCorrectionIFRSAbstract_2
110,http://www.xbrl.org/2003/arcrole/concept-label,BasicEarningPerShareCorrectionIFRSAbstract,label_BasicEarningPerShareCorrectionIFRSAbstract_3
111,http://www.xbrl.org/2003/arcrole/concept-label,BasicEarningPerShareCorrectionIFRSAbstract,label_BasicEarningPerShareCorrectionIFRSAbstract_4
112,http://www.xbrl.org/2003/arcrole/concept-label,BasicEarningPerShareCorrectionIFRSAbstract,label_BasicEarningPerShareCorrectionIFRSAbstract_5
113,http://www.xbrl.org/2003/arcrole/concept-label,BasicEarningPerShareCorrectionIFRSAbstract,label_BasicEarningPerShareCorrectionIFRSAbstract_6
114,http://www.xbrl.org/2003/arcrole/concept-label,BasicEarningPerShareForecastIFRSAbstract,label_BasicEarningPerShareForecastIFRSAbstract
115,http://www.xbrl.org/2003/arcrole/concept-label,BasicEarningPerShareForecastIFRSAbstract,label_BasicEarningPerShareForecastIFRSAbstract_2
116,http://www.xbrl.org/2003/arcrole/concept-label,BasicNetIncomePerShareForecastUSAbstract,label_BasicNetIncomePerShareForecastUSAbstract
117,http://www.xbrl.org/2003/arcrole/concept-label,BasicNetIncomePerShareForecastUSAbstract,label_BasicNetIncomePerShareForecastUSAbstract_2
118,http://www.xbrl.org/2003/arcrole/concept-label,BasicNetIncomePerShareUS,label_BasicNetIncomePerShareUS
119,http://www.xbrl.org/2003/arcrole/concept-label,BasicNetIncomePerShareUS,label_BasicNetIncomePerShareUS_2
120,http://www.xbrl.org/2003/arcrole/concept-label,BasicNetIncomePerShareUS,label_BasicNetIncomePerShareUS_3
121,http://www.xbrl.org/2003/arcrole/concept-label,BasicNetIncomePerShareUS,label_BasicNetIncomePerShareUS_4
122,http://www.xbrl.org/2003/arcrole/concept-label,BasicNetIncomePerShareUS,label_BasicNetIncomePerShareUS_5
123,http://www.xbrl.org/2003/arcrole/concept-label,BasicNetIncomePerShareUS,label_BasicNetIncomePerShareUS_6
124,http://www.xbrl.org/2003/arcrole/concept-label,BasicNetIncomePerShareUSAbstract,label_BasicNetIncomePerShareUSAbstract
125,http://www.xbrl.org/2003/arcrole/concept-label,BasicNetIncomePerShareUSAbstract,label_BasicNetIncomePerShareUSAbstract_2
126,http://www.xbrl.org/2003/arcrole/concept-label,BasicNetIncomePerShareUSAbstract,label_BasicNetIncomePerShareUSAbstract_3
127,http://www.xbrl.org/2003/arcrole/concept-label,BasicNetIncomePerShareUSAbstract,label_BasicNetIncomePerShareUSAbstract_4
128,http://www.xbrl.org/2003/arcrole/concept-label,BasicNetIncomePerShareUSAbstract,label_BasicNetIncomePerShareUSAbstract_5
129,http://www.xbrl.org/2003/arcrole/concept-label,BasicNetIncomePerShareUSAbstract,label_BasicNetIncomePerShareUSAbstract_6
130,http://www.xbrl.org/2003/arcrole/concept-label,BusinessCategoryAbstract,label_BusinessCategoryAbstract
131,http://www.xbrl.org/2003/arcrole/concept-label,BusinessCategoryAbstract,label_BusinessCategoryAbstract_2
132,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsCashFlowsHeading,label_BusinessResultsCashFlowsHeading
133,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsCashFlowsHeading,label_BusinessResultsCashFlowsHeading_2
134,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsCashFlowsLineItems,label_BusinessResultsCashFlowsLineItems
135,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsCashFlowsLineItems,label_BusinessResultsCashFlowsLineItems_2
136,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsCashFlowsTable,label_BusinessResultsCashFlowsTable
137,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsCashFlowsTable,label_BusinessResultsCashFlowsTable_2
138,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsFinancialPositionsHeading,label_BusinessResultsFinancialPositionsHeading
139,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsFinancialPositionsHeading,label_BusinessResultsFinancialPositionsHeading_2
140,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsFinancialPositionsLineItems,label_BusinessResultsFinancialPositionsLineItems
141,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsFinancialPositionsLineItems,label_BusinessResultsFinancialPositionsLineItems_2
142,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsFinancialPositionsTable,label_BusinessResultsFinancialPositionsTable
143,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsFinancialPositionsTable,label_BusinessResultsFinancialPositionsTable_2
144,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteBusinessResultsHeading,label_BusinessResultsNoteBusinessResultsHeading
145,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteBusinessResultsHeading,label_BusinessResultsNoteBusinessResultsHeading_2
146,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteBusinessResultsLineItems,label_BusinessResultsNoteBusinessResultsLineItems
147,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteBusinessResultsLineItems,label_BusinessResultsNoteBusinessResultsLineItems_2
148,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteBusinessResultsTable,label_BusinessResultsNoteBusinessResultsTable
149,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteBusinessResultsTable,label_BusinessResultsNoteBusinessResultsTable_2
150,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteOverviewNonconsolidatedBusinessResultsHeading,label_BusinessResultsNoteOverviewNonconsolidatedBusinessResultsHeading
151,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteOverviewNonconsolidatedBusinessResultsHeading,label_BusinessResultsNoteOverviewNonconsolidatedBusinessResultsHeading_2
152,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteOverviewNonconsolidatedBusinessResultsLineItems,label_BusinessResultsNoteOverviewNonconsolidatedBusinessResultsLineItems
153,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteOverviewNonconsolidatedBusinessResultsLineItems,label_BusinessResultsNoteOverviewNonconsolidatedBusinessResultsLineItems_2
154,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteOverviewNonconsolidatedBusinessResultsTable,label_BusinessResultsNoteOverviewNonconsolidatedBusinessResultsTable
155,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteOverviewNonconsolidatedBusinessResultsTable,label_BusinessResultsNoteOverviewNonconsolidatedBusinessResultsTable_2
156,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteOverviewQuarterlyNonconsolidatedBusinessResultsHeading,label_BusinessResultsNoteOverviewQuarterlyNonconsolidatedBusinessResultsHeading
157,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteOverviewQuarterlyNonconsolidatedBusinessResultsHeading,label_BusinessResultsNoteOverviewQuarterlyNonconsolidatedBusinessResultsHeading_2
158,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteOverviewQuarterlyNonconsolidatedBusinessResultsLineItems,label_BusinessResultsNoteOverviewQuarterlyNonconsolidatedBusinessResultsLineItems
159,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteOverviewQuarterlyNonconsolidatedBusinessResultsLineItems,label_BusinessResultsNoteOverviewQuarterlyNonconsolidatedBusinessResultsLineItems_2
160,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteOverviewQuarterlyNonconsolidatedBusinessResultsTable,label_BusinessResultsNoteOverviewQuarterlyNonconsolidatedBusinessResultsTable
161,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteOverviewQuarterlyNonconsolidatedBusinessResultsTable,label_BusinessResultsNoteOverviewQuarterlyNonconsolidatedBusinessResultsTable_2
162,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteQuarterlyBusinessResultsHeading,label_BusinessResultsNoteQuarterlyBusinessResultsHeading
163,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteQuarterlyBusinessResultsHeading,label_BusinessResultsNoteQuarterlyBusinessResultsHeading_2
164,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteQuarterlyBusinessResultsLineItems,label_BusinessResultsNoteQuarterlyBusinessResultsLineItems
165,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteQuarterlyBusinessResultsLineItems,label_BusinessResultsNoteQuarterlyBusinessResultsLineItems_2
166,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteQuarterlyBusinessResultsTable,label_BusinessResultsNoteQuarterlyBusinessResultsTable
167,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsNoteQuarterlyBusinessResultsTable,label_BusinessResultsNoteQuarterlyBusinessResultsTable_2
168,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOperatingResultsHeading,label_BusinessResultsOperatingResultsHeading
169,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOperatingResultsHeading,label_BusinessResultsOperatingResultsHeading_2
170,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOperatingResultsLineItems,label_BusinessResultsOperatingResultsLineItems
171,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOperatingResultsLineItems,label_BusinessResultsOperatingResultsLineItems_2
172,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOperatingResultsTable,label_BusinessResultsOperatingResultsTable
173,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOperatingResultsTable,label_BusinessResultsOperatingResultsTable_2
174,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOverviewNonconsolidatedFinancialPositionsHeading,label_BusinessResultsOverviewNonconsolidatedFinancialPositionsHeading
175,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOverviewNonconsolidatedFinancialPositionsHeading,label_BusinessResultsOverviewNonconsolidatedFinancialPositionsHeading_2
176,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOverviewNonconsolidatedFinancialPositionsLineItems,label_BusinessResultsOverviewNonconsolidatedFinancialPositionsLineItems
177,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOverviewNonconsolidatedFinancialPositionsLineItems,label_BusinessResultsOverviewNonconsolidatedFinancialPositionsLineItems_2
178,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOverviewNonconsolidatedFinancialPositionsTable,label_BusinessResultsOverviewNonconsolidatedFinancialPositionsTable
179,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOverviewNonconsolidatedFinancialPositionsTable,label_BusinessResultsOverviewNonconsolidatedFinancialPositionsTable_2
180,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOverviewNonconsolidatedOperatingResultsHeading,label_BusinessResultsOverviewNonconsolidatedOperatingResultsHeading
181,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOverviewNonconsolidatedOperatingResultsHeading,label_BusinessResultsOverviewNonconsolidatedOperatingResultsHeading_2
182,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOverviewNonconsolidatedOperatingResultsLineItems,label_BusinessResultsOverviewNonconsolidatedOperatingResultsLineItems
183,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOverviewNonconsolidatedOperatingResultsLineItems,label_BusinessResultsOverviewNonconsolidatedOperatingResultsLineItems_2
184,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOverviewNonconsolidatedOperatingResultsTable,label_BusinessResultsOverviewNonconsolidatedOperatingResultsTable
185,http://www.xbrl.org/2003/arcrole/concept-label,BusinessResultsOverviewNonconsolidatedOperatingResultsTable,label_BusinessResultsOverviewNonconsolidatedOperatingResultsTable_2
